April 24, 2019 at 06:19PM	diner
April 24, 2019 at 06:19PM	diner
April 24, 2019 at 06:19PM	diner
April 24, 2019 at 06:19PM	diner
April 24, 2019 at 06:19PM	diner
April 24, 2019 at 06:19PM	diner
April 24, 2019 at 06:20PM	diner
April 24, 2019 at 06:20PM	diner
April 24, 2019 at 06:20PM	diner
April 24, 2019 at 06:20PM	diner
April 26, 2019 at 11:53AM	diner
April 26, 2019 at 01:15PM	diner
April 26, 2019 at 02:18PM	diner
April 26, 2019 at 03:34PM	diner
April 26, 2019 at 04:44PM	diner
	
April 27, 2019 at 10:02AM	work
	
April 27, 2019 at 01:16PM	work
April 28, 2019 at 12:19PM	home
April 29, 2019 at 07:24AM	home
May 1, 2019 at 10:42AM	home
May 2, 2019 at 12:10PM	work
May 2, 2019 at 02:32PM	work
May 2, 2019 at 05:25PM	work
May 5, 2019 at 01:45PM	home
May 5, 2019 at 01:45PM	home
May 6, 2019 at 06:04AM	home
May 7, 2019 at 10:29AM	diner
May 9, 2019 at 12:11PM	work
May 10, 2019 at 10:55AM	work
May 10, 2019 at 11:24AM	work
May 10, 2019 at 11:59AM	work
May 10, 2019 at 01:47PM	work
May 13, 2019 at 12:29PM	work
May 14, 2019 at 10:14AM	diner
May 22, 2019 at 11:20AM	home
May 23, 2019 at 07:05AM	home
May 28, 2019 at 07:50AM	work
May 28, 2019 at 09:22AM	work
May 28, 2019 at 10:19AM	work
May 29, 2019 at 07:49PM	home
May 30, 2019 at 08:37AM	work
May 30, 2019 at 08:37AM	work
May 30, 2019 at 11:01AM	work
June 3, 2019 at 08:15AM	work
June 3, 2019 at 08:43AM	work
June 3, 2019 at 10:33AM	work
June 4, 2019 at 12:13PM	work
June 5, 2019 at 09:29AM	work
June 5, 2019 at 03:39PM	work
June 6, 2019 at 09:48AM	work
June 7, 2019 at 10:21AM	diner
June 16, 2019 at 08:45AM	diner
June 17, 2019 at 08:43AM	visit
June 17, 2019 at 11:49AM	diner
June 17, 2019 at 11:49AM	diner
June 18, 2019 at 04:55PM	visit
June 22, 2019 at 01:02PM	diner
June 27, 2019 at 10:55AM	work
June 27, 2019 at 12:24PM	work
June 28, 2019 at 11:57AM	work
June 30, 2019 at 02:19PM	cinema
July 1, 2019 at 10:11AM	home
July 1, 2019 at 12:30PM	work
July 11, 2019 at 08:21PM	diner
July 11, 2019 at 08:21PM	diner
July 12, 2019 at 10:43AM	home
July 14, 2019 at 10:41AM	home
July 15, 2019 at 11:56AM	home
July 15, 2019 at 12:50PM	home
July 15, 2019 at 02:07PM	home
July 15, 2019 at 04:59PM	home
July 17, 2019 at 05:52PM	work
July 20, 2019 at 11:55AM	home
July 20, 2019 at 12:56PM	home
July 20, 2019 at 06:36PM	visit
July 23, 2019 at 12:54PM	home
	
	
July 23, 2019 at 02:04PM	home
July 29, 2019 at 01:09PM	home
July 30, 2019 at 05:49AM	home
August 3, 2019 at 01:34PM	diner
August 3, 2019 at 01:35PM	diner
August 3, 2019 at 01:35PM	diner
August 3, 2019 at 02:01PM	diner
August 8, 2019 at 01:33PM	home
August 8, 2019 at 02:48PM	home
August 9, 2019 at 11:04AM	home
August 10, 2019 at 01:53PM	home
August 13, 2019 at 08:14AM	home
August 16, 2019 at 10:33PM	diner
August 17, 2019 at 04:26AM	home
August 17, 2019 at 11:16AM	diner
August 19, 2019 at 02:10PM	school
August 22, 2019 at 10:16AM	school
August 22, 2019 at 11:09AM	school
August 22, 2019 at 12:57PM	school
August 23, 2019 at 11:02AM	school
August 23, 2019 at 11:17AM	school
August 23, 2019 at 12:19PM	school
August 23, 2019 at 12:48PM	school
August 28, 2019 at 02:08PM	diner
September 1, 2019 at 01:57PM	visit
September 3, 2019 at 10:21AM	home
September 3, 2019 at 11:25AM	home
September 3, 2019 at 12:47PM	home
September 5, 2019 at 10:39AM	school
September 11, 2019 at 08:06AM	school
September 12, 2019 at 07:42AM	school
September 13, 2019 at 07:04AM	school
September 13, 2019 at 07:36AM	school
September 14, 2019 at 09:35AM	diner
September 16, 2019 at 02:23PM	school
September 16, 2019 at 05:02PM	school
September 18, 2019 at 07:04AM	school
September 18, 2019 at 08:02AM	school
September 18, 2019 at 02:07PM	school
September 19, 2019 at 07:44AM	school
September 20, 2019 at 09:48AM	school
September 20, 2019 at 12:09PM	school
September 22, 2019 at 11:12AM	home
September 22, 2019 at 11:56AM	home
September 22, 2019 at 01:02PM	home
September 23, 2019 at 07:06AM	school
September 23, 2019 at 09:08AM	school
September 24, 2019 at 07:04AM	school
September 24, 2019 at 12:43PM	school
September 25, 2019 at 06:04PM	radio
September 28, 2019 at 03:06PM	home
September 29, 2019 at 01:25PM	home
September 29, 2019 at 03:24PM	cinema
September 29, 2019 at 04:15PM	cinema
September 30, 2019 at 07:44AM	school
September 30, 2019 at 10:17AM	school
October 1, 2019 at 06:55AM	school
October 1, 2019 at 08:12AM	school
October 1, 2019 at 10:30AM	school
October 1, 2019 at 03:49PM	school
October 2, 2019 at 07:43AM	school
October 2, 2019 at 09:08AM	school
October 2, 2019 at 11:01AM	school
October 3, 2019 at 07:36AM	school
October 3, 2019 at 08:31AM	school
October 3, 2019 at 12:09PM	school
October 4, 2019 at 10:05AM	school
October 4, 2019 at 12:08PM	school
October 5, 2019 at 10:04AM	visit
October 6, 2019 at 09:55AM	visit
October 7, 2019 at 09:08AM	school
October 7, 2019 at 10:13AM	school
October 7, 2019 at 01:31PM	school
October 9, 2019 at 11:01AM	school
October 9, 2019 at 12:04PM	school
October 11, 2019 at 10:38AM	home
October 11, 2019 at 11:53AM	diner
October 12, 2019 at 11:34AM	diner
October 12, 2019 at 01:49PM	diner
October 13, 2019 at 10:56AM	visit
October 13, 2019 at 05:30PM	diner
October 13, 2019 at 07:49PM	diner
October 14, 2019 at 08:05AM	school
October 14, 2019 at 09:07AM	school
October 16, 2019 at 09:39AM	home
October 17, 2019 at 10:06AM	home
October 18, 2019 at 11:38AM	home
October 18, 2019 at 01:03PM	home
October 18, 2019 at 04:09PM	home
October 19, 2019 at 10:56AM	home
October 19, 2019 at 11:39AM	home
October 19, 2019 at 12:12PM	home
October 21, 2019 at 04:59PM	home
October 21, 2019 at 05:57PM	home
October 21, 2019 at 07:35PM	home
October 23, 2019 at 10:56AM	home
October 23, 2019 at 11:18AM	home
October 23, 2019 at 03:18PM	home
October 24, 2019 at 08:28AM	home
October 26, 2019 at 09:03AM	home
October 26, 2019 at 10:57AM	home
October 26, 2019 at 05:56PM	diner
October 26, 2019 at 05:56PM	diner
October 27, 2019 at 10:24AM	home
October 27, 2019 at 11:15AM	home
October 28, 2019 at 09:14AM	school
October 30, 2019 at 06:21PM	radio
October 31, 2019 at 10:22AM	school
October 31, 2019 at 12:27PM	school
November 2, 2019 at 10:54AM	cinema
November 2, 2019 at 06:36PM	cinema
November 3, 2019 at 08:13AM	diner
November 3, 2019 at 10:24AM	home
November 4, 2019 at 07:16AM	visit
November 4, 2019 at 07:17AM	visit
November 4, 2019 at 12:58PM	visit
November 4, 2019 at 01:20PM	visit
November 4, 2019 at 02:08PM	visit
November 4, 2019 at 02:25PM	visit
November 4, 2019 at 02:40PM	visit
November 5, 2019 at 05:07AM	visit
November 5, 2019 at 08:54AM	diner
November 6, 2019 at 10:59AM	school
November 6, 2019 at 11:21AM	school
November 6, 2019 at 02:02PM	school
November 8, 2019 at 11:09PM	cinema
November 9, 2019 at 10:42AM	school
November 9, 2019 at 12:28PM	school
November 9, 2019 at 02:08PM	school
November 10, 2019 at 11:13AM	home
November 10, 2019 at 01:30PM	home
November 10, 2019 at 02:48PM	home
November 11, 2019 at 07:00AM	home
November 11, 2019 at 10:10AM	school
November 11, 2019 at 11:28AM	School
November 11, 2019 at 11:54AM	School
November 11, 2019 at 01:09PM	School
November 12, 2019 at 08:36AM	School
November 12, 2019 at 10:57AM	School
November 12, 2019 at 11:33AM	School
November 12, 2019 at 12:27PM	School
November 12, 2019 at 02:28PM	School
November 14, 2019 at 11:30AM	home
November 14, 2019 at 11:30AM	home
November 18, 2019 at 07:22AM	School
November 18, 2019 at 10:06AM	School
November 18, 2019 at 10:52AM	School
November 18, 2019 at 12:45PM	School
November 19, 2019 at 12:21PM	home
November 19, 2019 at 01:06PM	home
November 19, 2019 at 02:56PM	home
November 19, 2019 at 03:34PM	home
November 20, 2019 at 08:58AM	home
November 20, 2019 at 10:14AM	home
November 21, 2019 at 09:22AM	home
November 21, 2019 at 09:40AM	home
November 21, 2019 at 10:01AM	home
November 21, 2019 at 10:31AM	home
November 21, 2019 at 11:24AM	home
November 22, 2019 at 05:35AM	home
November 22, 2019 at 06:54AM	home
November 22, 2019 at 08:23AM	home
November 23, 2019 at 11:00AM	diner
November 25, 2019 at 10:02AM	school
November 27, 2019 at 09:40AM	home
November 27, 2019 at 10:41AM	home
November 27, 2019 at 11:34AM	home
November 27, 2019 at 11:34AM	home
November 29, 2019 at 08:01AM	cinema
November 29, 2019 at 08:29AM	cinema
November 29, 2019 at 03:35PM	school
December 1, 2019 at 10:51AM	school
December 1, 2019 at 11:48AM	school
December 1, 2019 at 01:26PM	school
December 2, 2019 at 10:16AM	school
December 2, 2019 at 01:38PM	School
December 2, 2019 at 03:42PM	School
December 3, 2019 at 09:12AM	school
December 3, 2019 at 10:52AM	School
December 3, 2019 at 12:26PM	School
December 4, 2019 at 02:01PM	radio
December 4, 2019 at 03:09PM	radio
December 5, 2019 at 10:03AM	school
December 8, 2019 at 12:32PM	school
December 8, 2019 at 01:36PM	School
December 8, 2019 at 02:50PM	School
December 9, 2019 at 08:11AM	school
December 9, 2019 at 10:26AM	School
December 10, 2019 at 05:46AM	home
December 10, 2019 at 06:45AM	home
December 10, 2019 at 08:33AM	home
December 10, 2019 at 11:12AM	school
December 10, 2019 at 11:45AM	School
December 12, 2019 at 04:49PM	school
December 12, 2019 at 11:30PM	school
December 13, 2019 at 12:20AM	school
December 13, 2019 at 01:16AM	school
December 14, 2019 at 11:29AM	home
December 14, 2019 at 11:54AM	home
December 15, 2019 at 11:18AM	home
December 15, 2019 at 11:46AM	home
December 16, 2019 at 10:50AM	home
December 16, 2019 at 11:19AM	home
December 16, 2019 at 12:28PM	home
December 17, 2019 at 10:45AM	home
December 17, 2019 at 11:51AM	home
December 18, 2019 at 05:41AM	Home
December 18, 2019 at 06:20AM	Home
December 18, 2019 at 07:44AM	home
December 25, 2019 at 08:58AM	Home
December 25, 2019 at 01:09PM	Home
December 26, 2019 at 09:50AM	Home
December 26, 2019 at 09:02PM	visit
December 31, 2019 at 01:10PM	cinema
January 4, 2020 at 09:59AM	diner
January 8, 2020 at 09:59AM	home
January 9, 2020 at 08:24AM	home
January 9, 2020 at 09:34AM	home
January 9, 2020 at 12:31PM	diner
January 10, 2020 at 10:17AM	home
January 11, 2020 at 09:18AM	diner
January 13, 2020 at 09:30AM	home
January 14, 2020 at 09:14AM	home
January 14, 2020 at 10:59AM	home
January 14, 2020 at 03:42PM	home
January 16, 2020 at 07:41AM	home
January 16, 2020 at 08:46AM	Home
January 16, 2020 at 09:14AM	Home
January 17, 2020 at 12:47PM	home
January 18, 2020 at 08:51AM	home
January 18, 2020 at 10:57AM	home
January 18, 2020 at 01:16PM	home
January 20, 2020 at 07:42AM	home
January 21, 2020 at 01:23PM	cinema
January 23, 2020 at 07:23AM	home
January 23, 2020 at 09:00AM	home
January 24, 2020 at 12:10PM	home
January 25, 2020 at 11:18AM	home
January 25, 2020 at 01:06PM	home
January 25, 2020 at 05:16PM	home
January 26, 2020 at 09:51AM	home
January 26, 2020 at 11:42AM	home
January 26, 2020 at 05:51PM	visit
January 26, 2020 at 05:52PM	visit
January 26, 2020 at 06:43PM	visit
January 27, 2020 at 06:59AM	home
January 27, 2020 at 11:31AM	home
January 27, 2020 at 04:29PM	diner
January 27, 2020 at 04:44PM	diner
January 27, 2020 at 05:26PM	diner
January 28, 2020 at 12:30PM	home
January 29, 2020 at 06:03PM	visit
January 30, 2020 at 11:02AM	home
January 30, 2020 at 11:46AM	home
January 31, 2020 at 10:36AM	home
January 31, 2020 at 02:25PM	home
January 31, 2020 at 03:35PM	home
January 31, 2020 at 06:24PM	home
February 1, 2020 at 01:28PM	home
February 1, 2020 at 04:14PM	home
February 3, 2020 at 08:10AM	diner
February 3, 2020 at 10:08AM	school
February 4, 2020 at 09:07AM	home
February 4, 2020 at 12:39PM	school
February 5, 2020 at 10:25AM	school
February 5, 2020 at 11:36AM	school
February 5, 2020 at 01:08PM	school
February 5, 2020 at 03:03PM	school
February 6, 2020 at 08:28AM	school
February 6, 2020 at 09:15AM	school
February 7, 2020 at 09:14AM	school
February 7, 2020 at 03:17PM	cinema
February 8, 2020 at 10:38AM	home
February 8, 2020 at 11:26AM	home
February 8, 2020 at 01:49PM	home
February 10, 2020 at 08:08AM	school
February 10, 2020 at 10:16AM	school
February 11, 2020 at 11:54AM	home
February 11, 2020 at 12:43PM	home
February 11, 2020 at 02:55PM	school
February 11, 2020 at 04:21PM	diner
February 12, 2020 at 08:44AM	school
February 12, 2020 at 11:01AM	School
February 12, 2020 at 03:51PM	School
February 13, 2020 at 08:53AM	School
February 13, 2020 at 12:13PM	diner
February 14, 2020 at 10:52AM	School
February 16, 2020 at 11:41AM	home
February 16, 2020 at 01:48PM	home
February 17, 2020 at 08:09AM	school
February 17, 2020 at 10:19AM	school
February 19, 2020 at 07:39AM	school
February 19, 2020 at 07:54AM	School
February 19, 2020 at 09:12AM	school
February 19, 2020 at 12:04PM	School
February 20, 2020 at 09:16AM	home
February 20, 2020 at 09:55AM	home
February 20, 2020 at 12:26PM	home
February 21, 2020 at 08:09AM	school
February 24, 2020 at 10:24AM	School
February 25, 2020 at 08:42AM	school
February 26, 2020 at 10:27AM	school
February 26, 2020 at 08:05PM	home
February 26, 2020 at 08:07PM	home
February 27, 2020 at 08:34AM	home
February 28, 2020 at 08:29AM	home
February 28, 2020 at 10:28AM	School
March 1, 2020 at 04:19PM	home
March 1, 2020 at 04:19PM	home
March 1, 2020 at 04:19PM	home
March 1, 2020 at 04:41PM	home
March 1, 2020 at 05:14PM	home
March 1, 2020 at 05:31PM	home
March 2, 2020 at 02:58PM	home
March 4, 2020 at 08:07AM	school
March 6, 2020 at 12:53PM	home
March 6, 2020 at 03:39PM	home
March 9, 2020 at 07:38AM	school
March 11, 2020 at 09:47AM	home
March 11, 2020 at 10:10AM	home
March 16, 2020 at 08:51AM	home
March 16, 2020 at 10:16AM	home
March 16, 2020 at 02:14PM	home
March 16, 2020 at 05:58PM	home
March 17, 2020 at 10:01AM	home
March 17, 2020 at 11:02AM	home
March 17, 2020 at 12:40PM	home
March 17, 2020 at 02:21PM	home
March 18, 2020 at 08:05AM	home
March 18, 2020 at 09:46AM	home
March 20, 2020 at 10:25AM	home
March 20, 2020 at 10:25AM	home
March 20, 2020 at 11:32AM	home
March 22, 2020 at 11:50AM	home
March 22, 2020 at 04:37PM	home
March 23, 2020 at 08:30AM	home
March 24, 2020 at 12:34PM	home
March 25, 2020 at 10:48AM	home
March 26, 2020 at 09:58AM	home
March 26, 2020 at 11:03AM	home
March 26, 2020 at 01:37PM	home
March 27, 2020 at 11:38AM	home
March 28, 2020 at 02:46PM	home
March 28, 2020 at 03:44PM	home
March 28, 2020 at 05:50PM	home
March 29, 2020 at 09:45AM	home
March 29, 2020 at 11:57AM	home
March 29, 2020 at 02:20PM	home
March 29, 2020 at 05:16PM	home
March 30, 2020 at 10:23AM	home
March 31, 2020 at 10:40AM	home
March 31, 2020 at 12:25PM	home
April 1, 2020 at 08:04AM	home
April 2, 2020 at 11:41AM	home
April 3, 2020 at 07:16AM	home
April 3, 2020 at 09:22AM	home
April 3, 2020 at 11:19AM	home
April 3, 2020 at 03:41PM	home
April 5, 2020 at 12:00PM	home
April 6, 2020 at 11:52AM	home
April 6, 2020 at 01:26PM	home
April 8, 2020 at 12:28PM	home
April 8, 2020 at 12:28PM	home
April 8, 2020 at 04:06PM	home
April 11, 2020 at 08:43AM	home
April 11, 2020 at 10:31AM	home
April 11, 2020 at 12:18PM	home
April 12, 2020 at 11:13AM	home
April 12, 2020 at 11:42AM	home
April 12, 2020 at 02:43PM	home
April 14, 2020 at 10:03AM	home
April 14, 2020 at 01:42PM	home
April 15, 2020 at 11:15AM	home
April 18, 2020 at 11:24AM	home
April 18, 2020 at 01:13PM	home
April 19, 2020 at 01:07PM	home
April 20, 2020 at 10:11AM	home
April 20, 2020 at 12:21PM	home
April 21, 2020 at 09:50AM	living room
April 22, 2020 at 07:55AM	office
April 23, 2020 at 08:44AM	living room
April 23, 2020 at 11:58AM	living room
April 23, 2020 at 02:15PM	living room
April 24, 2020 at 08:09AM	office
April 26, 2020 at 01:16PM	living room
April 26, 2020 at 02:55PM	living room
April 27, 2020 at 06:57AM	office
April 27, 2020 at 07:53AM	office
April 27, 2020 at 09:30AM	office
May 1, 2020 at 09:20AM	living room
May 1, 2020 at 09:59AM	office
May 1, 2020 at 11:04AM	living room
May 4, 2020 at 08:16AM	living room
May 4, 2020 at 10:48AM	office
May 4, 2020 at 11:37AM	office
May 5, 2020 at 11:05AM	living room
May 5, 2020 at 01:06PM	living room
May 6, 2020 at 08:11AM	office
May 7, 2020 at 11:35AM	living room
May 7, 2020 at 03:15PM	office
May 8, 2020 at 08:13AM	office
May 8, 2020 at 11:23AM	office
May 9, 2020 at 12:19PM	living room
May 10, 2020 at 08:11AM	living room
May 10, 2020 at 09:20AM	living room
May 10, 2020 at 11:02AM	living room
May 11, 2020 at 08:30AM	living room
May 11, 2020 at 09:28AM	Office
May 11, 2020 at 12:27PM	office
May 12, 2020 at 09:22AM	living room
May 13, 2020 at 03:21PM	living room
May 14, 2020 at 02:40PM	living room
May 16, 2020 at 05:23PM	living room
May 17, 2020 at 09:37AM	living room
May 18, 2020 at 04:23PM	living room
May 19, 2020 at 03:36PM	office
May 24, 2020 at 02:18PM	living room
May 24, 2020 at 02:58PM	living room
May 24, 2020 at 06:09PM	living room
May 26, 2020 at 07:39AM	living room
May 26, 2020 at 09:03AM	Office
May 28, 2020 at 07:52AM	office
May 28, 2020 at 09:19AM	office
May 28, 2020 at 10:44AM	office
May 28, 2020 at 12:26PM	office
May 29, 2020 at 07:51AM	office
May 29, 2020 at 09:47AM	office
May 29, 2020 at 12:35PM	office
May 30, 2020 at 04:47PM	Office
May 30, 2020 at 06:19PM	office
June 1, 2020 at 09:38AM	living room
June 1, 2020 at 11:09AM	living room
June 2, 2020 at 07:09AM	living room
June 2, 2020 at 09:49AM	Office
June 8, 2020 at 09:49AM	cafe
June 9, 2020 at 10:31AM	visit
June 13, 2020 at 01:20PM	living room
June 15, 2020 at 08:09PM	visit
July 2, 2020 at 04:44PM	vacation
July 2, 2020 at 04:44PM	vacation
July 3, 2020 at 08:24AM	vacation
July 3, 2020 at 09:43AM	vacation
July 3, 2020 at 03:32PM	visit
July 28, 2020 at 12:27PM	visit
July 30, 2020 at 09:58AM	visit
August 1, 2020 at 11:28AM	visit
August 2, 2020 at 02:14PM	cafe
August 2, 2020 at 02:14PM	cafe
August 2, 2020 at 02:14PM	cafe
August 5, 2020 at 12:11PM	visit
August 5, 2020 at 01:35PM	visit
August 6, 2020 at 11:17AM	visit
August 6, 2020 at 11:55AM	visit
August 7, 2020 at 09:47AM	visit
August 8, 2020 at 11:15AM	cafe
August 9, 2020 at 10:24AM	visit
August 10, 2020 at 10:00AM	visit
August 11, 2020 at 09:59AM	visit
August 11, 2020 at 11:55AM	visit
August 13, 2020 at 09:17AM	visit
August 14, 2020 at 02:48PM	cafe
August 15, 2020 at 08:36AM	home
August 16, 2020 at 09:43AM	home
August 22, 2020 at 03:31PM	living room
August 22, 2020 at 03:52PM	living room
August 23, 2020 at 09:47AM	office
August 23, 2020 at 11:09AM	office
August 23, 2020 at 03:15PM	office
August 24, 2020 at 09:38AM	office
August 27, 2020 at 11:45AM	living room
September 3, 2020 at 06:51PM	visit
September 4, 2020 at 04:02PM	cafe
September 4, 2020 at 10:08PM	visit
September 5, 2020 at 09:04AM	living room
September 5, 2020 at 03:49PM	cafe
September 6, 2020 at 09:19AM	living room
September 6, 2020 at 09:19AM	living room
September 18, 2020 at 07:57AM	visit
September 20, 2020 at 10:25AM	visit
September 21, 2020 at 09:16PM	cafe
September 22, 2020 at 10:51AM	living room
September 22, 2020 at 12:01PM	living room
September 22, 2020 at 05:18PM	visit
September 24, 2020 at 08:44AM	living room
September 26, 2020 at 11:52AM	living room
September 26, 2020 at 12:28PM	living room
September 30, 2020 at 09:15AM	living room
September 30, 2020 at 10:26AM	living room
September 30, 2020 at 03:00PM	cafe
September 30, 2020 at 03:39PM	cafe
October 5, 2020 at 06:49AM	office
October 5, 2020 at 07:51AM	office
October 8, 2020 at 10:56AM	office
October 8, 2020 at 11:49AM	office
October 9, 2020 at 08:38AM	visit
October 9, 2020 at 10:20AM	visit
October 9, 2020 at 12:29PM	visit
October 10, 2020 at 10:26AM	visit
October 10, 2020 at 04:43PM	visit
October 11, 2020 at 09:23AM	visit
October 11, 2020 at 10:22AM	visit
October 11, 2020 at 11:02AM	cafe
October 12, 2020 at 12:07PM	living room
October 13, 2020 at 11:05AM	living room
October 16, 2020 at 11:51AM	living room
October 16, 2020 at 01:45PM	office
October 18, 2020 at 10:34AM	living room
October 23, 2020 at 08:36AM	visit
October 23, 2020 at 10:50AM	visit
October 24, 2020 at 11:30AM	visit
October 24, 2020 at 12:15PM	visit
October 25, 2020 at 11:54AM	visit
October 25, 2020 at 01:29PM	cafe
November 3, 2020 at 09:02AM	living room
November 3, 2020 at 09:55AM	living room
November 6, 2020 at 09:30AM	living room
November 6, 2020 at 11:03AM	office
November 7, 2020 at 12:37PM	living room
November 14, 2020 at 12:35PM	living room
November 20, 2020 at 09:13AM	living room
November 20, 2020 at 11:34AM	living room
November 21, 2020 at 12:15PM	living room
November 23, 2020 at 07:56AM	living room
November 23, 2020 at 09:02AM	living room
November 26, 2020 at 08:54AM	living room
November 26, 2020 at 09:42AM	office
November 27, 2020 at 12:51PM	living room
November 28, 2020 at 11:51AM	visit
November 28, 2020 at 12:25PM	visit
November 29, 2020 at 01:07PM	living room
December 1, 2020 at 10:57AM	living room
December 1, 2020 at 11:44AM	living room
December 1, 2020 at 07:58PM	office
December 1, 2020 at 10:11PM	office
December 1, 2020 at 11:42PM	office
December 2, 2020 at 06:11AM	office
December 9, 2020 at 09:30AM	Exit
December 9, 2020 at 11:48AM	office
December 19, 2020 at 12:26PM	ingunn
December 19, 2020 at 12:26PM	ingunn
December 20, 2020 at 10:31AM	ingunn
December 20, 2020 at 10:31AM	ingunn
December 20, 2020 at 03:16PM	cafe
December 21, 2020 at 11:36AM	cafe
December 24, 2020 at 08:39PM	visit
December 25, 2020 at 09:34AM	visit
December 27, 2020 at 11:05AM	visit
December 28, 2020 at 11:34AM	visit
December 29, 2020 at 11:18AM	visit
December 30, 2020 at 11:07AM	visit
December 31, 2020 at 10:44AM	visit
December 31, 2020 at 11:08AM	visit
December 31, 2020 at 08:00PM	diner
January 1, 2021 at 10:23AM	visit
January 3, 2021 at 09:58AM	visit
January 3, 2021 at 11:12AM	visit
January 6, 2021 at 10:58AM	living room
January 6, 2021 at 02:07PM	living room
January 7, 2021 at 02:48PM	living room
January 7, 2021 at 03:44PM	living room
January 9, 2021 at 10:15AM	living room
January 9, 2021 at 01:33PM	living room
January 10, 2021 at 10:35AM	living room
January 10, 2021 at 11:42AM	living room
January 13, 2021 at 12:58PM	tur
January 14, 2021 at 08:38AM	living room
January 14, 2021 at 09:25AM	living room
January 15, 2021 at 09:50AM	living room
January 15, 2021 at 12:44PM	living room
